"epsilon","switch_rate","res_time","variable","panel","value","epsilon_fac","exp_res_fac"
0,1,1,"hit","metric",0.312144499083755,"0","1"
0.111111111111111,1,1,"hit","metric",0.31232928726416,"0.111","1"
0.222222222222222,1,1,"hit","metric",0.313597039061656,"0.222","1"
0.333333333333333,1,1,"hit","metric",0.31486362487276,"0.333","1"
0.444444444444444,1,1,"hit","metric",0.315054933338029,"0.444","1"
0.555555555555556,1,1,"hit","metric",0.316322550366193,"0.556","1"
0.666666666666667,1,1,"hit","metric",0.317588990965423,"0.667","1"
0.777777777777778,1,1,"hit","metric",0.318854236131943,"0.778","1"
0.888888888888889,1,1,"hit","metric",0.320118268026371,"0.889","1"
1,1,1,"hit","metric",0.321381070002295,"1","1"
0,0.5,2,"hit","metric",0.342448870162082,"0","2"
0.111111111111111,0.5,2,"hit","metric",0.345009449522237,"0.111","2"
0.222222222222222,0.5,2,"hit","metric",0.347602753456703,"0.222","2"
0.333333333333333,0.5,2,"hit","metric",0.34901374147829,"0.333","2"
0.444444444444444,0.5,2,"hit","metric",0.351683158326478,"0.444","2"
0.555555555555556,0.5,2,"hit","metric",0.354389824065881,"0.556","2"
0.666666666666667,0.5,2,"hit","metric",0.358330929088615,"0.667","2"
0.777777777777778,0.5,2,"hit","metric",0.361109349141676,"0.778","2"
0.888888888888889,0.5,2,"hit","metric",0.365104336686832,"0.889","2"
1,0.5,2,"hit","metric",0.367960035355828,"1","2"
0,0.333333333333333,3,"hit","metric",0.361704641589881,"0","3"
0.111111111111111,0.333333333333333,3,"hit","metric",0.364998882317222,"0.111","3"
0.222222222222222,0.333333333333333,3,"hit","metric",0.368436882294912,"0.222","3"
0.333333333333333,0.333333333333333,3,"hit","metric",0.372027507016552,"0.333","3"
0.444444444444444,0.333333333333333,3,"hit","metric",0.375780145668746,"0.444","3"
0.555555555555556,0.333333333333333,3,"hit","metric",0.379704691132929,"0.556","3"
0.666666666666667,0.333333333333333,3,"hit","metric",0.383811494374982,"0.667","3"
0.777777777777778,0.333333333333333,3,"hit","metric",0.389477209269632,"0.778","3"
0.888888888888889,0.333333333333333,3,"hit","metric",0.395318252435713,"0.889","3"
1,0.333333333333333,3,"hit","metric",0.401340607280455,"1","3"
0,0.25,4,"hit","metric",0.373876914773847,"0","4"
0.111111111111111,0.25,4,"hit","metric",0.376193910192454,"0.111","4"
0.222222222222222,0.25,4,"hit","metric",0.380393052098693,"0.222","4"
0.333333333333333,0.25,4,"hit","metric",0.384906325556823,"0.333","4"
0.444444444444444,0.25,4,"hit","metric",0.389755274373671,"0.444","4"
0.555555555555556,0.25,4,"hit","metric",0.39337908037563,"0.556","4"
0.666666666666667,0.25,4,"hit","metric",0.398971318762751,"0.667","4"
0.777777777777778,0.25,4,"hit","metric",0.404961642200897,"0.778","4"
0.888888888888889,0.25,4,"hit","metric",0.411363596950259,"0.889","4"
1,0.25,4,"hit","metric",0.419711389612782,"1","4"
0,0.2,5,"hit","metric",0.380196284083306,"0","5"
0.111111111111111,0.2,5,"hit","metric",0.384262530194666,"0.111","5"
0.222222222222222,0.2,5,"hit","metric",0.387005613555895,"0.222","5"
0.333333333333333,0.2,5,"hit","metric",0.39196630284,"0.333","5"
0.444444444444444,0.2,5,"hit","metric",0.395657475014631,"0.444","5"
0.555555555555556,0.2,5,"hit","metric",0.401637241800803,"0.556","5"
0.666666666666667,0.2,5,"hit","metric",0.406394043278112,"0.667","5"
0.777777777777778,0.2,5,"hit","metric",0.411704693698807,"0.778","5"
0.888888888888889,0.2,5,"hit","metric",0.419311136496492,"0.889","5"
1,0.2,5,"hit","metric",0.427377024506828,"1","5"
0,0.166666666666667,6,"hit","metric",0.382999733088873,"0","6"
0.111111111111111,0.166666666666667,6,"hit","metric",0.386689486270892,"0.111","6"
0.222222222222222,0.166666666666667,6,"hit","metric",0.390916271889378,"0.222","6"
0.333333333333333,0.166666666666667,6,"hit","metric",0.393803242530321,"0.333","6"
0.444444444444444,0.166666666666667,6,"hit","metric",0.399198769220104,"0.444","6"
0.555555555555556,0.166666666666667,6,"hit","metric",0.40328440498143,"0.556","6"
0.666666666666667,0.166666666666667,6,"hit","metric",0.407971882689511,"0.667","6"
0.777777777777778,0.166666666666667,6,"hit","metric",0.413220948022198,"0.778","6"
0.888888888888889,0.166666666666667,6,"hit","metric",0.418927054354533,"0.889","6"
1,0.166666666666667,6,"hit","metric",0.424885590391219,"1","6"
0,0.142857142857143,7,"hit","metric",0.384034178439939,"0","7"
0.111111111111111,0.142857142857143,7,"hit","metric",0.386852592638711,"0.111","7"
