"epsilon","switch_rate","res_time","hit_metric","hit_diff","final_size_metric","final_size_diff","end_time_metric","end_time_diff","r0_metric","r0_diff","psI_metric","psI_diff","ptI_metric","ptI_diff"
0,1,1,0.312144499083755,-0.187855500916245,0.486526842868724,-0.310617475689246,351.858643107185,192.958643107185,1.45676216868938,-0.543237831310616,0.0235253699987509,-0.0636759553141721,106.017669611602,48.1176696116019
0.0204081632653061,1,1,0.312178278542427,-0.187821721457573,0.486537210231664,-0.310607108326306,351.858643107185,192.958643107185,1.45711240179206,-0.542887598207941,0.0235269753695822,-0.0636743499433408,106.017669611602,48.1176696116019
0.0408163265306122,1,1,0.312212130255702,-0.187787869744298,0.486547594370628,-0.310596724187342,351.858643107185,192.958643107185,1.45746549737545,-0.542534502624551,0.0235285832266893,-0.0636727420862338,106.017669611602,48.1176696116019
0.0612244897959184,1,1,0.312246054482152,-0.187753945517848,0.486557995331347,-0.310586323226623,351.858643107185,192.958643107185,1.45782149354702,-0.542178506452984,0.023530193575529,-0.0636711317373941,106.017669611602,48.1176696116019
0.0816326530612245,1,1,0.312280051481635,-0.187719948518365,0.486568413159718,-0.310575905398252,351.858643107185,192.958643107185,1.45818042910226,-0.541819570897739,0.0235318064215671,-0.0636695188913559,106.017669611602,48.1176696116019
0.102040816326531,1,1,0.312314121515305,-0.187685878484695,0.486578847901811,-0.310565470656159,351.858643107185,192.958643107185,1.45854234354007,-0.541457656459933,0.0235334217702789,-0.0636679035426441,106.017669611602,48.1176696116019
0.122448979591837,1,1,0.312348264845618,-0.187651735154382,0.486589299603874,-0.310555018954096,351.858643107185,192.958643107185,1.45890727707844,-0.541092722921555,0.0235350396271486,-0.0636662856857744,106.017669611602,48.1176696116019
0.142857142857143,1,1,0.312382481736352,-0.187617518263648,0.486599768312334,-0.310544550245636,351.858643107185,192.958643107185,1.45927527067068,-0.540724729329317,0.0235366599976701,-0.0636646653152529,106.017669611602,48.1176696116019
0.163265306122449,1,1,0.312416772452593,-0.187583227547407,0.486610254073785,-0.310534064484185,351.858643107185,192.958643107185,1.45964636602192,-0.540353633978077,0.0235382828873456,-0.0636630424255775,106.017669611602,48.1176696116019
0.183673469387755,1,1,0.313531945768403,-0.186468054231597,0.486620756935007,-0.310523561622963,351.858643107185,192.958643107185,1.46002060560617,-0.539979394393832,0.0235399083016868,-0.0636614170112362,106.017669611602,48.1176696116019
0.204081632653061,1,1,0.313566373802769,-0.186433626197231,0.486631276942954,-0.310513041615016,351.858643107185,192.958643107185,1.46039803268374,-0.539601967316265,0.0235415362462141,-0.0636597890667089,106.017669611602,48.1176696116019
0.224489795918367,1,1,0.31360087636911,-0.18639912363089,0.486641814144759,-0.31050250441321,351.858643107185,192.958643107185,1.46077869131918,-0.539221308680823,0.0235431667264571,-0.063658158586466,106.017669611602,48.1176696116019
0.244897959183673,1,1,0.313635453737302,-0.186364546262698,0.48665236858774,-0.31049194997023,351.858643107185,192.958643107185,1.46116262639966,-0.538837373600342,0.0235447997479536,-0.0636565255649694,106.017669611602,48.1176696116019
0.26530612244898,1,1,0.313670106178582,-0.186329893821418,0.486662890548573,-0.310481428009397,351.658609768295,192.758609768295,1.46154988365384,-0.538450116346161,0.0235464353162506,-0.0636548899966725,106.017669611602,48.1176696116019
