"class","start_time","end_time","duration","final_size","ptEI","ptI","psEI","psI","hit","hit_time","rt_at_hit","r0","spectral_gap","epsilon","switch_rate","residence_time"
3,0,281.618774584972,281.618774584972,0.532020809897299,79.2052803520235,80.8053870258017,0.0473524061434845,0.0282459115707468,NA,NA,NA,NA,NA,0.3,0.105839416058394,9.44827586206897
4,0,286.619107940529,286.619107940529,0.532031208951529,78.4052270151343,80.0053336889126,0.0664600823672538,0.0371176681383166,NA,NA,NA,NA,NA,0.3,0.105839416058394,9.44827586206897
5,0,298.219881325422,298.219881325422,0.5320476099701,76.4050936729115,78.2052136809121,0.12026556442562,0.062068193713703,NA,NA,NA,NA,NA,0.3,0.105839416058394,9.44827586206897
-1,0,319.221281418761,319.221281418761,0.534092515463099,77.2051470098007,78.8052536835789,0.0602006420939501,0.0342894904854495,0.352520179342644,86.4057603840256,0.999287834207911,1.78236706464174,1.42117594593276,0.35,0.105839416058394,9.44827586206897
1,0,274.41829455297,274.41829455297,0.534045267232153,79.605307020468,80.8053870258017,0.0278363896005257,0.0192619248339859,NA,NA,NA,NA,NA,0.35,0.105839416058394,9.44827586206897
2,0,277.218481232082,277.218481232082,0.534053567119209,78.8052536835789,80.2053470231349,0.0361757873698477,0.0231391492385562,NA,NA,NA,NA,NA,0.35,0.105839416058394,9.44827586206897
3,0,280.618707913861,280.618707913861,0.534062270942078,78.2052136809121,79.8053203546903,0.047521604240381,0.0284102020617916,NA,NA,NA,NA,NA,0.35,0.105839416058394,9.44827586206897
4,0,285.81905460364,285.81905460364,0.534073046349196,77.6051736782452,79.2052803520235,0.0669300796700806,0.037421426049535,NA,NA,NA,NA,NA,0.35,0.105839416058394,9.44827586206897
5,0,297.819854656977,297.819854656977,0.534089949126109,75.2050136675778,77.0051336755784,0.123359200471478,0.0635838756039481,NA,NA,NA,NA,NA,0.35,0.105839416058394,9.44827586206897
-1,0,318.621241416094,318.621241416094,0.536086745929405,76.2050803386892,77.8051870124675,0.0610288937460918,0.0347583050784867,0.354900513483036,85.6057070471365,0.998169989968949,1.80099549345423,1.39087935907325,0.4,0.105839416058394,9.44827586206897
1,0,273.618241216081,273.618241216081,0.536038931187222,78.6052403493566,79.8053203546903,0.0281322078877555,0.0194848149235918,NA,NA,NA,NA,NA,0.4,0.105839416058394,9.44827586206897
2,0,276.418427895193,276.418427895193,0.536047243317348,78.0052003466898,79.4052936862458,0.0363456731076904,0.0233034208125146,NA,NA,NA,NA,NA,0.4,0.105839416058394,9.44827586206897
3,0,279.818654576972,279.818654576972,0.536055984410593,77.4051603440229,79.0052670178012,0.047657255478276,0.0285581889416216,NA,NA,NA,NA,NA,0.4,0.105839416058394,9.44827586206897
4,0,285.019001266751,285.019001266751,0.536066862255451,76.6051070071338,78.2052136809121,0.0673525866543497,0.0377028969158217,NA,NA,NA,NA,NA,0.4,0.105839416058394,9.44827586206897
5,0,297.419827988533,297.419827988533,0.536084382568983,74.2049469964664,76.005067004467,0.126577779292938,0.0651560919882319,NA,NA,NA,NA,NA,0.4,0.105839416058394,9.44827586206897
-1,0,318.421228081872,318.421228081872,0.538026239740899,75.2050136675778,76.8051203413561,0.0618550922330754,0.0352259117591245,0.355825261411262,84.6056403760251,0.999092029917552,1.82059406020188,1.36234538675755,0.45,0.105839416058394,9.44827586206897
1,0,273.218214547637,273.218214547637,0.537978438994477,77.6051736782452,78.8052536835789,0.0284231976411922,0.0197051548770915,NA,NA,NA,NA,NA,0.45,0.105839416058394,9.44827586206897
2,0,275.818387892526,275.818387892526,0.537986234716971,77.0051336755784,78.4052270151343,0.036495905804719,0.0234582789719414,NA,NA,NA,NA,NA,0.45,0.105839416058394,9.44827586206897
3,0,279.218614574305,279.218614574305,0.537994980859276,76.4050936729115,78.0052003466898,0.0477521464384573,0.0286878523275727,NA,NA,NA,NA,NA,0.45,0.105839416058394,9.44827586206897
4,0,284.418961264084,284.418961264084,0.538005923317373,75.8050536702447,77.4051603440229,0.0677162000690901,0.0379570400710576,NA,NA,NA,NA,NA,0.45,0.105839416058394,9.44827586206897
5,0,297.21981465431,297.21981465431,0.538024033990392,73.204880325355,75.0050003333556,0.129923842586643,0.0667862955044502,NA,NA,NA,NA,NA,0.45,0.105839416058394,9.44827586206897
-1,0,318.22121474765,318.22121474765,0.539903500921651,74.2049469964664,76.005067004467,0.062675104811988,0.0356899720424372,0.358147050099435,83.8055870391359,0.997941439334363,1.84121324286691,1.33566699812955,0.5,0.105839416058394,9.44827586206897
1,0,272.818187879192,272.818187879192,0.539855357362429,76.6051070071338,77.8051870124675,0.0287073484064828,0.0199215791796421,NA,NA,NA,NA,NA,0.5,0.105839416058394,9.44827586206897
2,0,275.418361224082,275.418361224082,0.539863109436778,76.005067004467,77.4051603440229,0.0366227816919891,0.0236015546516839,NA,NA,NA,NA,NA,0.5,0.105839416058394,9.44827586206897
3,0,278.81858790586,278.81858790586,0.539871836029872,75.6050403360224,77.0051336755784,0.0478020227035368,0.02879496807985,NA,NA,NA,NA,NA,0.5,0.105839416058394,9.44827586206897
4,0,283.818921261417,283.818921261417,0.539882571345156,74.8049869991333,76.4050936729115,0.0680106375755392,0.0381783871841776,NA,NA,NA,NA,NA,0.5,0.105839416058394,9.44827586206897
5,0,297.419827988533,297.419827988533,0.539901571466573,72.2048136542436,73.8049203280219,0.133401181894844,0.0684759458754764,NA,NA,NA,NA,NA,0.5,0.105839416058394,9.44827586206897
-1,0,318.421228081872,318.421228081872,0.541710792503643,73.204880325355,74.8049869991333,0.0634839111426957,0.0361476330102331,0.358945489774766,82.8055203680245,0.998887395871371,1.86290307762633,1.31093594705106,0.55,0.105839416058394,9.44827586206897
1,0,272.61817454497,272.61817454497,0.541662293391764,75.6050403360224,76.8051203413561,0.0289822546943586,0.0201324481871531,NA,NA,NA,NA,NA,0.55,0.105839416058394,9.44827586206897
2,0,275.218347889859,275.218347889859,0.541669987646901,75.2050136675778,76.4050936729115,0.0367233850700263,0.0237309205373555,NA,NA,NA,NA,NA,0.55,0.105839416058394,9.44827586206897
3,0,278.418561237416,278.418561237416,0.541678331712857,74.604973664911,76.2050803386892,0.0477979679300472,0.028876328304628,NA,NA,NA,NA,NA,0.55,0.105839416058394,9.44827586206897
4,0,283.618907927195,283.618907927195,0.541689429432067,74.0049336622442,75.6050403360224,0.0682222714394233,0.0383598325721612,NA,NA,NA,NA,NA,0.55,0.105839416058394,9.44827586206897
5,0,297.619841322755,297.619841322755,0.541709017507119,71.0047336489099,72.8048536569105,0.137019256749682,0.0702285635033449,NA,NA,NA,NA,NA,0.55,0.105839416058394,9.44827586206897
-1,0,318.821254750317,318.821254750317,0.543439808017418,72.2048136542436,73.8049203280219,0.0642754599888894,0.0365954761890023,0.359632793839795,81.8054536969131,0.999898919457712,1.88571239112638,1.28824123773667,0.6,0.105839416058394,9.44827586206897
1,0,272.61817454497,272.61817454497,0.543390929499598,74.604973664911,75.8050536702447,0.0292450546479238,0.0203358051725651,NA,NA,NA,NA,NA,0.6,0.105839416058394,9.44827586206897
2,0,275.018334555637,275.018334555637,0.543398131829049,74.2049469964664,75.6050403360224,0.0367922036344262,0.02384399297062,NA,NA,NA,NA,NA,0.6,0.105839416058394,9.44827586206897
3,0,278.218547903194,278.218547903194,0.543406509471859,73.8049203280219,75.2050136675778,0.0477334298912207,0.0289274347794604,NA,NA,NA,NA,NA,0.6,0.105839416058394,9.44827586206897
4,0,283.418894592973,283.418894592973,0.543417720934184,73.0048669911327,74.604973664911,0.0683351485988748,0.038494154392082,NA,NA,NA,NA,NA,0.6,0.105839416058394,9.44827586206897
5,0,298.019867991199,298.019867991199,0.543438182867513,69.8046536435762,71.6047736515768,0.140777111735133,0.0720429520947629,NA,NA,NA,NA,NA,0.6,0.105839416058394,9.44827586206897
-1,0,319.421294752984,319.421294752984,0.545081906069838,71.2047469831322,72.8048536569105,0.065042504706121,0.0370293947295222,0.36165820939086,81.005400360024,0.998986236054946,1.90968793838985,1.2676674048686,0.65,0.105839416058394,9.44827586206897
1,0,272.818187879192,272.818187879192,0.545032552720131,73.6049069937996,74.8049869991333,0.0294923598493742,0.0205293270854005,NA,NA,NA,NA,NA,0.65,0.105839416058394,9.44827586206897
2,0,275.218347889859,275.218347889859,0.545039695638255,73.204880325355,74.604973664911,0.036824013610167,0.0239372601881536,NA,NA,NA,NA,NA,0.65,0.105839416058394,9.44827586206897
3,0,278.418561237416,278.418561237416,0.545048035118459,72.8048536569105,74.2049469964664,0.0475981802388329,0.0289428580988993,NA,NA,NA,NA,NA,0.65,0.105839416058394,9.44827586206897
4,0,283.418894592973,283.418894592973,0.545059010130388,72.2048136542436,73.8049203280219,0.0683323911636519,0.0385712653458694,NA,NA,NA,NA,NA,0.65,0.105839416058394,9.44827586206897
5,0,298.819921328089,298.819921328089,0.545080487026979,68.8045869724648,70.6047069804654,0.144685885621949,0.0739235706433508,NA,NA,NA,NA,NA,0.65,0.105839416058394,9.44827586206897
-1,0,320.421361424095,320.421361424095,0.546628166827918,70.0046669777985,71.804786985799,0.0657773623886601,0.0374445011006107,0.363512351890864,80.2053470231349,0.998292075141179,1.93487346703682,1.24929265007948,0.7,0.105839416058394,9.44827586206897
1,0,273.218214547637,273.218214547637,0.546578108960641,72.6048403226882,73.8049203280219,0.0297201745100587,0.0207102677441897,NA,NA,NA,NA,NA,0.7,0.105839416058394,9.44827586206897
2,0,275.618374558304,275.618374558304,0.5465852076461,72.2048136542436,73.6049069937996,0.0368128321963867,0.024007016555963,NA,NA,NA,NA,NA,0.7,0.105839416058394,9.44827586206897
3,0,278.618574571638,278.618574571638,0.546593164446007,72.0048003200213,73.4048936595773,0.0473822447285316,0.0289172798929704,NA,NA,NA,NA,NA,0.7,0.105839416058394,9.44827586206897
4,0,283.818921261417,283.818921261417,0.546604543145567,71.4047603173545,72.8048536569105,0.0681907245749108,0.038581105744716,NA,NA,NA,NA,NA,0.7,0.105839416058394,9.44827586206897
5,0,300.020001333422,300.020001333422,0.546626954303423,67.6045069671311,69.4046269751317,0.148745620576279,0.0758692502169299,NA,NA,NA,NA,NA,0.7,0.105839416058394,9.44827586206897
-1,0,321.821454763651,321.821454763651,0.548069378614426,69.0046003066871,70.8047203146876,0.066469392264692,0.0378349993658482,0.363664166527877,79.2052803520235,0.999833011334952,1.96130873827068,1.23318689626215,0.75,0.105839416058394,9.44827586206897
1,0,274.018267884526,274.018267884526,0.548018785463766,71.6047736515768,72.8048536569105,0.0299238017352901,0.0208753917664729,NA,NA,NA,NA,NA,0.75,0.105839416058394,9.44827586206897
2,0,276.218414560971,276.218414560971,0.548025365914695,71.4047603173545,72.6048403226882,0.0367523963139705,0.0240490146390154,NA,NA,NA,NA,NA,0.75,0.105839416058394,9.44827586206897
3,0,279.218614574305,279.218614574305,0.548033328913293,71.0047336489099,72.4048269884659,0.0470737251017357,0.0288440746594349,NA,NA,NA,NA,NA,0.75,0.105839416058394,9.44827586206897
4,0,284.418961264084,284.418961264084,0.548044797963425,70.4046936462431,72.0048003200213,0.067885556454767,0.0385100628092654,NA,NA,NA,NA,NA,0.75,0.105839416058394,9.44827586206897
5,0,301.420094672978,301.420094672978,0.548068309020608,66.4044269617975,68.4045603040203,0.152961513972687,0.0778813834941502,NA,NA,NA,NA,NA,0.75,0.105839416058394,9.44827586206897
-1,0,323.621574771651,323.621574771651,0.549396213843386,68.0045336355757,69.8046536435762,0.0671062226168069,0.0381940387742675,0.365027493543665,78.4052270151343,0.999769938775557,1.98902854440275,1.21940983982809,0.8,0.105839416058394,9.44827586206897
1,0,275.018334555637,275.018334555637,0.549344636561112,70.6047069804654,71.804786985799,0.0300977338485279,0.0210208970047885,NA,NA,NA,NA,NA,0.8,0.105839416058394,9.44827586206897
2,0,277.218481232082,277.218481232082,0.549351175525269,70.4046936462431,71.6047736515768,0.0366343418199902,0.0240583385268286,NA,NA,NA,NA,NA,0.8,0.105839416058394,9.44827586206897
3,0,280.218681245416,280.218681245416,0.549359120376617,70.2046803120208,71.4047603173545,0.0466586667201764,0.0287151014623862,NA,NA,NA,NA,NA,0.8,0.105839416058394,9.44827586206897
4,0,285.419027935196,285.419027935196,0.549370646780558,69.604640309354,71.0047336489099,0.0673877717112354,0.0383426029689533,NA,NA,NA,NA,NA,0.8,0.105839416058394,9.44827586206897
5,0,303.420228015201,303.420228015201,0.549395339994939,65.404360290686,67.2044802986866,0.157341775410106,0.0799629271985741,NA,NA,NA,NA,NA,0.8,0.105839416058394,9.44827586206897
-1,0,326.021734782319,326.021734782319,0.550599461456117,67.0044669644643,68.6045736382426,0.0676735464482753,0.0385139337071035,0.367535539160577,77.8051870124675,0.998389800988853,2.01806177024221,1.20800909614522,0.85,0.105839416058394,9.44827586206897
1,0,276.618441229415,276.618441229415,0.550547258580129,69.604640309354,70.6047069804654,0.030235522886315,0.0211425390542796,NA,NA,NA,NA,NA,0.85,0.105839416058394,9.44827586206897
2,0,278.81858790586,278.81858790586,0.550553696988522,69.4046269751317,70.6047069804654,0.0364494488213895,0.0240293037731278,NA,NA,NA,NA,NA,0.85,0.105839416058394,9.44827586206897
3,0,281.618774584972,281.618774584972,0.550561173930673,69.2046136409094,70.6047069804654,0.0461219753487709,0.0285221250440184,NA,NA,NA,NA,NA,0.85,0.105839416058394,9.44827586206897
4,0,286.619107940529,286.619107940529,0.55057247238506,68.8045869724648,70.2046803120208,0.06666047749278,0.0380615393216123,NA,NA,NA,NA,NA,0.85,0.105839416058394,9.44827586206897
5,0,305.820388025868,305.820388025868,0.550598723510448,64.2042802853524,66.0044002933529,0.161888645689017,0.0821126176942402,NA,NA,NA,NA,NA,0.85,0.105839416058394,9.44827586206897
-1,0,329.021934795653,329.021934795653,0.551670189022504,65.8043869591306,67.6045069671311,0.068155575030463,0.0387855135914759,0.368155867675812,77.0051336755784,0.999497116745092,2.04843055004952,1.19901854211429,0.9,0.105839416058394,9.44827586206897
1,0,278.618574571638,278.618574571638,0.551617046685058,68.6045736382426,69.604640309354,0.030329626336513,0.0212350488843866,NA,NA,NA,NA,NA,0.9,0.105839416058394,9.44827586206897
2,0,280.618707913861,280.618707913861,0.551622955888555,68.4045603040203,69.604640309354,0.0361873003808015,0.0239553401530574,NA,NA,NA,NA,NA,0.9,0.105839416058394,9.44827586206897
3,0,283.418894592973,283.418894592973,0.551630424443219,68.4045603040203,69.604640309354,0.045445945958624,0.0282550250267872,NA,NA,NA,NA,NA,0.9,0.105839416058394,9.44827586206897
4,0,288.41922794853,288.41922794853,0.551641797270797,68.204546969798,69.4046269751317,0.0656612843578341,0.0376439771522635,NA,NA,NA,NA,NA,0.9,0.105839416058394,9.44827586206897
5,0,308.820588039203,308.820588039203,0.551669581341857,63.0042002800187,64.8043202880192,0.166605994669573,0.084330965042591,NA,NA,NA,NA,NA,0.9,0.105839416058394,9.44827586206897
-1,0,332.822188145876,332.822188145876,0.552600216907024,64.8043202880192,66.6044402960197,0.0685327061826099,0.0389969591961731,0.369748280155228,76.4050936729115,0.999737954781461,2.08014957170236,1.19245695970495,0.95,0.105839416058394,9.44827586206897
1,0,281.218747916528,281.218747916528,0.552546061568955,67.4044936329089,68.6045736382426,0.0303714305229178,0.0212921572704668,NA,NA,NA,NA,NA,0.95,0.105839416058394,9.44827586206897
2,0,283.018867924528,283.018867924528,0.552551423399495,67.6045069671311,68.6045736382426,0.0358361277288645,0.0238288537140345,NA,NA,NA,NA,NA,0.95,0.105839416058394,9.44827586206897
3,0,285.81905460364,285.81905460364,0.552558863674621,67.6045069671311,68.8045869724648,0.044609815166222,0.027901777573893,NA,NA,NA,NA,NA,0.95,0.105839416058394,9.44827586206897
4,0,290.819387959197,290.819387959197,0.552570281127048,67.4044936329089,68.6045736382426,0.0643406003041808,0.0370636157318773,NA,NA,NA,NA,NA,0.95,0.105839416058394,9.44827586206897
5,0,312.620841389426,312.620841389426,0.552599734853868,61.804120274685,63.6042402826855,0.171498024599188,0.0866181101633157,NA,NA,NA,NA,NA,0.95,0.105839416058394,9.44827586206897
-1,0,337.422494832989,337.422494832989,0.553382556049966,63.8042536169078,65.6043736249083,0.0687805743372859,0.0391350861454589,0.372169042841753,76.005067004467,0.999630882159994,2.11322557448453,1.18832707372802,1,0.105839416058394,9.44827586206897
1,0,284.418961264084,284.418961264084,0.553327057886565,66.4044269617975,67.6045069671311,0.0303507298284959,0.0213066726404681,NA,NA,NA,NA,NA,1,0.105839416058394,9.44827586206897
2,0,286.219081272085,286.219081272085,0.553332334865838,66.6044402960197,67.6045069671311,0.0353829140308317,0.0236410641012961,NA,NA,NA,NA,NA,1,0.105839416058394,9.44827586206897
3,0,288.819254616974,288.819254616974,0.553339301895307,66.6044402960197,67.8045203013534,0.043591253584818,0.0274499540923714,NA,NA,NA,NA,NA,1,0.105839416058394,9.44827586206897
4,0,293.819587972532,293.819587972532,0.553350781951089,66.804453630242,68.0045336355757,0.0626346490435911,0.0362890103274092,NA,NA,NA,NA,NA,1,0.105839416058394,9.44827586206897
5,0,317.221148076538,317.221148076538,0.553382190748147,60.6040402693513,62.4041602773518,0.176568458817976,0.0889737876079041,NA,NA,NA,NA,NA,1,0.105839416058394,9.44827586206897
-1,0,322.821521434762,322.821521434762,0.532032402349091,79.4052936862458,81.2054136942463,0.0588118776322991,0.0335029349077697,0.335249214206249,86.4057603840256,0.999178478809796,1.70907761598509,1.70907761598509,0,0.0897832817337461,11.1379310344828
1,0,276.218414560971,276.218414560971,0.531976764034227,81.8054536969131,83.2055470364691,0.0255949471445191,0.0176315440843201,NA,NA,NA,NA,NA,0,0.0897832817337461,11.1379310344828
2,0,280.218681245416,280.218681245416,0.531990384207865,81.005400360024,82.6055070338023,0.0361235102773824,0.0226667232031444,NA,NA,NA,NA,NA,0,0.0897832817337461,11.1379310344828
3,0,284.618974598307,284.618974598307,0.532002637594972,80.4053603573572,82.0054670311354,0.0492098995991143,0.028920396780056,NA,NA,NA,NA,NA,0,0.0897832817337461,11.1379310344828
4,0,290.21934795653,290.21934795653,0.532015079008312,79.605307020468,81.2054136942463,0.0689775959348155,0.0383626688445549,NA,NA,NA,NA,NA,0,0.0897832817337461,11.1379310344828
5,0,300.820054670311,300.820054670311,0.53203127286892,78.0052003466898,79.8053203546903,0.114706146909386,0.0601918567004912,NA,NA,NA,NA,NA,0,0.0897832817337461,11.1379310344828
-1,0,322.221481432095,322.221481432095,0.534037741308213,78.6052403493566,80.4053603573572,0.0596132265676884,0.0339565342964769,0.337125131594729,85.6057070471365,0.998136395143168,1.72346933562048,1.66746983772049,0.05,0.0897832817337461,11.1379310344828
1,0,275.418361224082,275.418361224082,0.533981862960944,81.005400360024,82.2054803653577,0.0258539568509359,0.0178273200255172,NA,NA,NA,NA,NA,0.05,0.0897832817337461,11.1379310344828
2,0,279.418627908527,279.418627908527,0.53399543020164,80.2053470231349,81.6054403626908,0.036309772836034,0.0228277272682758,NA,NA,NA,NA,NA,0.05,0.0897832817337461,11.1379310344828
3,0,283.618907927195,283.618907927195,0.534007345270884,79.605307020468,81.2054136942463,0.0494598034500547,0.0291116866837729,NA,NA,NA,NA,NA,0.05,0.0897832817337461,11.1379310344828
4,0,289.419294619641,289.419294619641,0.534020179027396,78.8052536835789,80.4053603573572,0.0696249845076617,0.0387437218195303,NA,NA,NA,NA,NA,0.05,0.0897832817337461,11.1379310344828
5,0,300.420028001867,300.420028001867,0.534036845442935,77.0051336755784,78.8052536835789,0.11742488152735,0.061558111309045,NA,NA,NA,NA,NA,0.05,0.0897832817337461,11.1379310344828
-1,0,321.621441429429,321.621441429429,0.536010491510953,77.6051736782452,79.4052936862458,0.0604217599846442,0.0344150392281532,0.337538400275348,84.6056403760251,0.999264138991607,1.73858377651716,1.62715858957384,0.1,0.0897832817337461,11.1379310344828
1,0,274.618307887192,274.618307887192,0.535954133922078,80.2053470231349,81.4054270284686,0.0261126896785655,0.0180238413522243,NA,NA,NA,NA,NA,0.1,0.0897832817337461,11.1379310344828
2,0,278.618574571638,278.618574571638,0.535967697167455,79.4052936862458,80.8053870258017,0.0364850308156993,0.0229843661984193,NA,NA,NA,NA,NA,0.1,0.0897832817337461,11.1379310344828
3,0,282.818854590306,282.818854590306,0.535979646042692,78.6052403493566,80.2053470231349,0.0496882432411496,0.0292935385923035,NA,NA,NA,NA,NA,0.1,0.0897832817337461,11.1379310344828
4,0,288.619241282752,288.619241282752,0.535992594036358,77.8051870124675,79.605307020468,0.0702515687058664,0.0391150233704733,NA,NA,NA,NA,NA,0.1,0.0897832817337461,11.1379310344828
5,0,300.020001333422,300.020001333422,0.536009822436656,76.005067004467,77.8051870124675,0.120247338747221,0.0629738764270196,NA,NA,NA,NA,NA,0.1,0.0897832817337461,11.1379310344828
-1,0,321.221414760984,321.221414760984,0.537945612403613,76.8051203413561,78.6052403493566,0.0612381602226025,0.034876731655014,0.339488417235325,83.8055870391359,0.997896521265528,1.75446683253928,1.58822889078648,0.15,0.0897832817337461,11.1379310344828
1,0,274.018267884526,274.018267884526,0.537889025265551,79.2052803520235,80.4053603573572,0.0263707338632214,0.0182203426186075,NA,NA,NA,NA,NA,0.15,0.0897832817337461,11.1379310344828
2,0,277.818521234749,277.818521234749,0.537902064469497,78.4052270151343,80.0053336889126,0.03664765669917,0.0231351688989852,NA,NA,NA,NA,NA,0.15,0.0897832817337461,11.1379310344828
3,0,282.218814587639,282.218814587639,0.53791443638076,77.8051870124675,79.4052936862458,0.0498913132722175,0.0294636992287156,NA,NA,NA,NA,NA,0.15,0.0897832817337461,11.1379310344828
4,0,288.019201280085,288.019201280085,0.537927435900717,77.0051336755784,78.6052403493566,0.0708515580735328,0.039474278339279,NA,NA,NA,NA,NA,0.15,0.0897832817337461,11.1379310344828
5,0,299.619974664978,299.619974664978,0.537945116311367,75.2050136675778,76.8051203413561,0.123178219427385,0.0644411771128988,NA,NA,NA,NA,NA,0.15,0.0897832817337461,11.1379310344828
-1,0,320.82138809254,320.82138809254,0.539837650655648,75.8050536702447,77.6051736782452,0.0620582862865766,0.0353413851334634,0.339925638248735,82.8055203680245,0.998751754805208,1.77116664366301,1.55076992167239,0.2,0.0897832817337461,11.1379310344828
1,0,273.618241216081,273.618241216081,0.539781096865787,78.4052270151343,79.605307020468,0.0266266369630926,0.0184163313103931,NA,NA,NA,NA,NA,0.2,0.0897832817337461,11.1379310344828
2,0,277.218481232082,277.218481232082,0.539793548324977,77.6051736782452,79.0052670178012,0.036795630515794,0.0232793432038449,NA,NA,NA,NA,NA,0.2,0.0897832817337461,11.1379310344828
3,0,281.618774584972,281.618774584972,0.539805953553557,77.0051336755784,78.6052403493566,0.0500645775541288,0.0296197857285411,NA,NA,NA,NA,NA,0.2,0.0897832817337461,11.1379310344828
4,0,287.419161277418,287.419161277418,0.539819069680788,76.2050803386892,77.8051870124675,0.0714180125969036,0.0398183691868733,NA,NA,NA,NA,NA,0.2,0.0897832817337461,11.1379310344828
5,0,299.619974664978,299.619974664978,0.539837430617226,74.2049469964664,75.8050536702447,0.126222128429562,0.0659619694963098,NA,NA,NA,NA,NA,0.2,0.0897832817337461,11.1379310344828
-1,0,320.82138809254,320.82138809254,0.541680997305086,75.0050003333556,76.6051070071338,0.0628798787355791,0.0358066097305548,0.340348617072716,81.8054536969131,0.999490299967773,1.78873342281769,1.51487466709509,0.25,0.0897832817337461,11.1379310344828
1,0,273.218214547637,273.218214547637,0.541624025873711,77.4051603440229,78.6052403493566,0.0268796062239746,0.0186108703773777,NA,NA,NA,NA,NA,0.25,0.0897832817337461,11.1379310344828
2,0,276.818454563638,276.818454563638,0.541636411177301,76.8051203413561,78.2052136809121,0.0369255978068301,0.0234151251716635,NA,NA,NA,NA,NA,0.25,0.0897832817337461,11.1379310344828
3,0,281.018734582306,281.018734582306,0.541648456338599,76.005067004467,77.6051736782452,0.0502035567025708,0.0297600361600952,NA,NA,NA,NA,NA,0.25,0.0897832817337461,11.1379310344828
4,0,287.019134608974,287.019134608974,0.541661988806182,75.2050136675778,77.0051336755784,0.0719441645854259,0.0401428622726784,NA,NA,NA,NA,NA,0.25,0.0897832817337461,11.1379310344828
5,0,299.619974664978,299.619974664978,0.541680948590597,73.0048669911327,74.8049869991333,0.129383525767573,0.0675381086293805,NA,NA,NA,NA,NA,0.25,0.0897832817337461,11.1379310344828
-1,0,320.82138809254,320.82138809254,0.543469556106693,74.0049336622442,75.6050403360224,0.0637012438204759,0.0362707744933072,0.342319852825477,81.005400360024,0.997673271091965,1.80721919741811,1.48063939048537,0.3,0.0897832817337461,11.1379310344828
1,0,273.018201213414,273.018201213414,0.543412337956752,76.4050936729115,77.6051736782452,0.0271275599263636,0.0188027750113977,NA,NA,NA,NA,NA,0.3,0.0897832817337461,11.1379310344828
2,0,276.618441229415,276.618441229415,0.543424619357047,75.8050536702447,77.2051470098007,0.0370360680003895,0.0235411112370132,NA,NA,NA,NA,NA,0.3,0.0897832817337461,11.1379310344828
3,0,280.618707913861,280.618707913861,0.543436260200145,75.2050136675778,76.8051203413561,0.0503041599542786,0.0298811674173229,NA,NA,NA,NA,NA,0.3,0.0897832817337461,11.1379310344828
4,0,286.619107940529,286.619107940529,0.543449952603535,74.4049603306887,76.005067004467,0.0724225560853358,0.0404445090438981,NA,NA,NA,NA,NA,0.3,0.0897832817337461,11.1379310344828
5,0,299.8199879992,299.8199879992,0.543469726013418,72.0048003200213,73.8049203280219,0.132666882529755,0.0691713139044461,NA,NA,NA,NA,NA,0.3,0.0897832817337461,11.1379310344828
-1,0,321.221414760984,321.221414760984,0.545197168412171,73.0048669911327,74.8049869991333,0.0645173432909961,0.0367320812100565,0.342686298277525,80.0053336889126,0.998171557724936,1.82667745212894,1.44816291182633,0.35,0.0897832817337461,11.1379310344828
1,0,272.818187879192,272.818187879192,0.545139145929101,75.6050403360224,76.8051203413561,0.027369166561916,0.0189911840152624,NA,NA,NA,NA,NA,0.35,0.0897832817337461,11.1379310344828
2,0,276.418427895193,276.418427895193,0.545151408455108,75.0050003333556,76.4050936729115,0.0371222724564345,0.0236550242045284,NA,NA,NA,NA,NA,0.35,0.0897832817337461,11.1379310344828
3,0,280.418694579639,280.418694579639,0.545163075623891,74.4049603306887,75.8050536702447,0.0503589193143982,0.0299801700563649,NA,NA,NA,NA,NA,0.35,0.0897832817337461,11.1379310344828
4,0,286.419094606307,286.419094606307,0.545176902758055,73.6049069937996,75.2050136675778,0.0728415041281278,0.0407174400760341,NA,NA,NA,NA,NA,0.35,0.0897832817337461,11.1379310344828
5,0,300.220014667645,300.220014667645,0.545197504073804,71.0047336489099,72.8048536569105,0.136076299937036,0.070863133086244,NA,NA,NA,NA,NA,0.35,0.0897832817337461,11.1379310344828
-1,0,321.821454763651,321.821454763651,0.546857305014485,72.0048003200213,73.8049203280219,0.0653238621340388,0.0371880629503691,0.342986787680995,79.0052670178012,0.998581549844515,1.84716266076243,1.41754566580162,0.4,0.0897832817337461,11.1379310344828
1,0,273.018201213414,273.018201213414,0.546799050337319,74.604973664911,75.8050536702447,0.0276024917327615,0.0191746517510913,NA,NA,NA,NA,NA,0.4,0.0897832817337461,11.1379310344828
2,0,276.418427895193,276.418427895193,0.546810703972331,74.0049336622442,75.4050270018001,0.0371821963065858,0.0237554082977498,NA,NA,NA,NA,NA,0.4,0.0897832817337461,11.1379310344828
3,0,280.418694579639,280.418694579639,0.546822383911624,73.4048936595773,75.0050003333556,0.0503624038594151,0.030053511968196,NA,NA,NA,NA,NA,0.4,0.0897832817337461,11.1379310344828
4,0,286.619107940529,286.619107940529,0.546836570871,72.6048403226882,74.2049469964664,0.0731909340113742,0.0409559735799345,NA,NA,NA,NA,NA,0.4,0.0897832817337461,11.1379310344828
