"class","start_time","end_time","duration","final_size","ptEI","ptI","psEI","psI","hit","hit_time","rt_at_hit","r0","spectral_gap","epsilon","switch_rate","residence_time"
1,0,717.247816521101,717.247816521101,0.175125955583068,192.812854190279,194.212947529835,0.00430555950044695,0.00265101942541217,NA,NA,NA,NA,NA,0.3,1,1
2,0,717.847856523768,717.847856523768,0.175126733374694,192.812854190279,194.212947529835,0.00443868129343584,0.00267521089773524,NA,NA,NA,NA,NA,0.3,1,1
3,0,718.647909860657,718.647909860657,0.175127759656357,192.612840856057,194.212947529835,0.00461428928125072,0.0027071198947086,NA,NA,NA,NA,NA,0.3,1,1
4,0,719.847989865991,719.847989865991,0.175129278143599,192.212814187613,194.012934195613,0.00490397435733482,0.00275975565541934,NA,NA,NA,NA,NA,0.3,1,1
5,0,723.048203213548,723.048203213548,0.175133200676059,191.612774184946,193.812920861391,0.00571786101278858,0.00290761865265155,NA,NA,NA,NA,NA,0.3,1,1
-1,0,829.255283685579,829.255283685579,0.175280026578329,192.412827521835,194.012934195613,0.00480064119739538,0.00274278205286844,NA,NA,NA,1.22617692776118,1.12149186876388,0.35,1,1
1,0,717.047803186879,717.047803186879,0.175209022285459,192.812854190279,194.212947529835,0.00430959068284891,0.00265355392130753,NA,NA,NA,NA,NA,0.35,1,1
2,0,717.647843189546,717.647843189546,0.175209799541635,192.612840856057,194.212947529835,0.00444249186490611,0.00267770489804635,NA,NA,NA,NA,NA,0.35,1,1
3,0,718.447896526435,718.447896526435,0.175210825121899,192.412827521835,194.012934195613,0.00461798591103525,0.00270959298958951,NA,NA,NA,NA,NA,0.35,1,1
4,0,719.647976531769,719.647976531769,0.175212342582302,192.212814187613,194.012934195613,0.0049079296252315,0.00276227611612632,NA,NA,NA,NA,NA,0.35,1,1
5,0,722.848189879325,722.848189879325,0.175216262553332,191.612774184946,193.612907527168,0.0057254974086531,0.0029108070139916,NA,NA,NA,NA,NA,0.35,1,1
-1,0,829.055270351357,829.055270351357,0.175363436340122,192.212814187613,194.012934195613,0.00480529432757557,0.0027454398117328,NA,NA,NA,1.22752231439326,1.10797691519654,0.4,1,1
1,0,716.847789852657,716.847789852657,0.17529250291624,192.812854190279,194.212947529835,0.00431364517323597,0.00265610296297683,NA,NA,NA,NA,NA,0.4,1,1
2,0,717.447829855324,717.447829855324,0.175293279623011,192.612840856057,194.212947529835,0.00444632594470779,0.0026802132358508,NA,NA,NA,NA,NA,0.4,1,1
3,0,718.047869857991,718.047869857991,0.175294052128251,192.412827521835,194.012934195613,0.00462170597353842,0.00271208190977545,NA,NA,NA,NA,NA,0.4,1,1
4,0,719.247949863324,719.247949863324,0.175295572972766,192.212814187613,194.012934195613,0.0049119037810888,0.00276481031963484,NA,NA,NA,NA,NA,0.4,1,1
5,0,722.648176545103,722.648176545103,0.175299738229124,191.612774184946,193.612907527168,0.00573318132156662,0.00291401594650984,NA,NA,NA,NA,NA,0.4,1,1
-1,0,828.655243682912,828.655243682912,0.175447212187569,192.212814187613,194.012934195613,0.00480997530419645,0.00274811282820359,NA,NA,NA,1.22889762056473,1.09451814563303,0.45,1,1
1,0,716.647776518435,716.647776518435,0.175376400858807,192.812854190279,194.212947529835,0.00431772318203422,0.00265866668172701,NA,NA,NA,NA,NA,0.45,1,1
2,0,717.047803186879,717.047803186879,0.175376921826182,192.612840856057,194.012934195613,0.00445018242224373,0.00268273627086438,NA,NA,NA,NA,NA,0.45,1,1
3,0,717.847856523768,717.847856523768,0.175377948947127,192.412827521835,194.012934195613,0.00462544672035711,0.00271458500059518,NA,NA,NA,NA,NA,0.45,1,1
4,0,719.047936529102,719.047936529102,0.175379468708946,192.212814187613,194.012934195613,0.00491589697003671,0.00276735838542546,NA,NA,NA,NA,NA,0.45,1,1
5,0,722.448163210881,722.448163210881,0.175383631085804,191.412760850723,193.612907527168,0.00574091483760636,0.00291724399847331,NA,NA,NA,NA,NA,0.45,1,1
-1,0,828.255217014468,828.255217014468,0.175531407407649,192.212814187613,194.012934195613,0.00481468325175723,0.00275080124041446,NA,NA,NA,1.23030387432952,1.08111755139323,0.5,1,1
1,0,716.24774984999,716.24774984999,0.17546046226949,192.812854190279,194.212947529835,0.00432182492218346,0.00266124521043475,NA,NA,NA,NA,NA,0.5,1,1
2,0,716.847789852657,716.847789852657,0.17546124010753,192.612840856057,194.012934195613,0.00445406150072447,0.00268527571652005,NA,NA,NA,NA,NA,0.5,1,1
3,0,717.647843189546,717.647843189546,0.175462266470593,192.412827521835,194.012934195613,0.0046292083360232,0.00271710238989605,NA,NA,NA,NA,NA,0.5,1,1
4,0,718.84792319488,718.84792319488,0.175463785121789,192.212814187613,193.812920861391,0.00491990933867301,0.00276992140478853,NA,NA,NA,NA,NA,0.5,1,1
5,0,722.048136542436,722.048136542436,0.175467708448398,191.412760850723,193.612907527168,0.00574870004551153,0.00292049134807598,NA,NA,NA,NA,NA,0.5,1,1
-1,0,828.055203680245,828.055203680245,0.175616075448525,192.212814187613,193.812920861391,0.00481941841524943,0.00275350607309609,NA,NA,NA,1.23174214859175,1.06777721194513,0.55,1,1
1,0,716.047736515768,716.047736515768,0.175545205326054,192.612840856057,194.012934195613,0.0043259515086289,0.00266383997561311,NA,NA,NA,NA,NA,0.55,1,1
2,0,716.647776518435,716.647776518435,0.175545982571656,192.612840856057,194.012934195613,0.00445796338578598,0.00268782991509749,NA,NA,NA,NA,NA,0.55,1,1
3,0,717.447829855324,717.447829855324,0.175547008157871,192.412827521835,194.012934195613,0.00463299100724194,0.00271963420705242,NA,NA,NA,NA,NA,0.55,1,1
4,0,718.647909860657,718.647909860657,0.1755485256703,192.01280085339,193.812920861391,0.00492394261683504,0.00277249967153739,NA,NA,NA,NA,NA,0.55,1,1
5,0,721.848123208214,721.848123208214,0.175552446149888,191.412760850723,193.612907527168,0.00575653421688582,0.00292375817570838,NA,NA,NA,NA,NA,0.55,1,1
-1,0,827.655177011801,827.655177011801,0.175701119876569,192.212814187613,193.812920861391,0.00482418104261059,0.00275622785217889,NA,NA,NA,1.23321356330653,1.0544992992609,0.6,1,1
1,0,715.847723181545,715.847723181545,0.175630376078016,192.612840856057,194.012934195613,0.00433010471651138,0.00266645060871807,NA,NA,NA,NA,NA,0.6,1,1
2,0,716.447763184212,716.447763184212,0.175631152716748,192.612840856057,194.012934195613,0.00446188828552337,0.00269039900109426,NA,NA,NA,NA,NA,0.6,1,1
3,0,717.047803186879,717.047803186879,0.175631925154704,192.412827521835,194.012934195613,0.00463679492292146,0.00272218058298694,NA,NA,NA,NA,NA,0.6,1,1
4,0,718.247883192213,718.247883192213,0.175633445947724,192.01280085339,193.812920861391,0.00492799745499711,0.00277509219018794,NA,NA,NA,NA,NA,0.6,1,1
5,0,721.648109873992,721.648109873992,0.175637611412419,191.412760850723,193.612907527168,0.00576441782723244,0.00292704466398981,NA,NA,NA,NA,NA,0.6,1,1
-1,0,827.455163677579,827.455163677579,0.17578664412931,192.212814187613,193.812920861391,0.00482897138476806,0.00275896547526629,NA,NA,NA,1.23471928778613,1.04128608238195,0.65,1,1
1,0,715.647709847323,715.647709847323,0.175715978063055,192.612840856057,194.012934195613,0.00433428234706537,0.00266907648304474,NA,NA,NA,NA,NA,0.65,1,1
2,0,716.047736515768,716.047736515768,0.175716498920052,192.412827521835,194.012934195613,0.00446583866423976,0.00269298311062792,NA,NA,NA,NA,NA,0.65,1,1
3,0,716.847789852657,716.847789852657,0.175717525900188,192.212814187613,193.812920861391,0.00464062059299568,0.00272474225713838,NA,NA,NA,NA,NA,0.65,1,1
4,0,718.047869857991,718.047869857991,0.1757190454964,192.01280085339,193.812920861391,0.00493207195963584,0.00277769908618126,NA,NA,NA,NA,NA,0.65,1,1
5,0,721.448096539769,721.448096539769,0.175723207772615,191.412760850723,193.412894192946,0.00577235135813807,0.00293035289178031,NA,NA,NA,NA,NA,0.65,1,1
-1,0,827.055137009134,827.055137009134,0.175872551886636,192.01280085339,193.812920861391,0.00483379347053549,0.00276171908760352,NA,NA,NA,1.23626054311444,1.02813993219913,0.7,1,1
1,0,715.247683178879,715.247683178879,0.175801757624338,192.612840856057,194.012934195613,0.0043384846241856,0.00267171773830911,NA,NA,NA,NA,NA,0.7,1,1
2,0,715.847723181545,715.847723181545,0.175802535282348,192.412827521835,194.012934195613,0.00446981366621027,0.00269558238145918,NA,NA,NA,NA,NA,0.7,1,1
3,0,716.647776518435,716.647776518435,0.175803561427044,192.212814187613,193.812920861391,0.00464447107678651,0.00272732027823177,NA,NA,NA,NA,NA,0.7,1,1
4,0,717.847856523768,717.847856523768,0.175805079797565,192.01280085339,193.812920861391,0.00493616628390741,0.00278032048642399,NA,NA,NA,NA,NA,0.7,1,1
5,0,721.248083205547,721.248083205547,0.17580923880702,191.212747516501,193.412894192946,0.00578033633039109,0.00293368169114096,NA,NA,NA,NA,NA,0.7,1,1
-1,0,826.855123674912,826.855123674912,0.175958946627666,192.01280085339,193.812920861391,0.00483864388709497,0.00276448883619687,NA,NA,NA,1.23783860467271,1.01506332645371,0.75,1,1
1,0,715.047669844656,715.047669844656,0.17588823305699,192.612840856057,194.012934195613,0.00434271177447823,0.00267437451592055,NA,NA,NA,NA,NA,0.75,1,1
2,0,715.647709847323,715.647709847323,0.175889010063497,192.412827521835,193.812920861391,0.00447381236006154,0.00269819782070531,NA,NA,NA,NA,NA,0.75,1,1
3,0,716.24774984999,716.24774984999,0.175889782866781,192.212814187613,193.812920861391,0.00464834342302557,0.00272991328388451,NA,NA,NA,NA,NA,0.75,1,1
4,0,717.447829855324,717.447829855324,0.175891304439771,192.01280085339,193.812920861391,0.004940280582533,0.00278295651930913,NA,NA,NA,NA,NA,0.75,1,1
5,0,720.848056537102,720.848056537102,0.175895472313237,191.212747516501,193.412894192946,0.00578837629037134,0.00293703074065781,NA,NA,NA,NA,NA,0.75,1,1
-1,0,826.455097006467,826.455097006467,0.176045732157119,192.01280085339,193.812920861391,0.00484352283302061,0.00276727486983906,NA,NA,NA,1.23945480477871,1.00205885496354,0.8,1,1
1,0,714.847656510434,714.847656510434,0.175975150582495,192.612840856057,193.812920861391,0.00434696402730006,0.00267704700004589,NA,NA,NA,NA,NA,0.8,1,1
2,0,715.247683178879,715.247683178879,0.175975671636559,192.412827521835,193.812920861391,0.00447783496462678,0.00270082999056084,NA,NA,NA,NA,NA,0.8,1,1
3,0,716.047736515768,716.047736515768,0.175976699062731,192.212814187613,193.812920861391,0.00465223783028177,0.00273252141177674,NA,NA,NA,NA,NA,0.8,1,1
4,0,717.247816521101,717.247816521101,0.175978219350271,192.01280085339,193.612907527168,0.00494441501181647,0.00278560894562419,NA,NA,NA,NA,NA,0.8,1,1
5,0,720.64804320288,720.64804320288,0.175982383795246,191.212747516501,193.412894192946,0.00579646771515161,0.00294040023261641,NA,NA,NA,NA,NA,0.8,1,1
-1,0,826.055070338023,826.055070338023,0.176132962062158,192.01280085339,193.612907527168,0.00484843057226655,0.00277007920667148,NA,NA,NA,1.24111053544131,0.989129225078325,0.85,1,1
1,0,714.44762984199,714.44762984199,0.17606225655187,192.412827521835,193.812920861391,0.00435124387319386,0.00267973742561601,NA,NA,NA,NA,NA,0.85,1,1
2,0,715.047669844656,715.047669844656,0.176063034491834,192.412827521835,193.812920861391,0.00448188170139195,0.00270347776924009,NA,NA,NA,NA,NA,0.85,1,1
3,0,715.847723181545,715.847723181545,0.176064061022317,192.212814187613,193.812920861391,0.0046561544994981,0.00273514480125902,NA,NA,NA,NA,NA,0.85,1,1
4,0,717.047803186879,717.047803186879,0.176065579994766,191.812787519168,193.612907527168,0.00494857187855027,0.0027882768631751,NA,NA,NA,NA,NA,0.85,1,1
5,0,720.448029868658,720.448029868658,0.176069740930908,191.212747516501,193.412894192946,0.00580461111255902,0.0029437903617119,NA,NA,NA,NA,NA,0.85,1,1
-1,0,825.8550570038,825.8550570038,0.176220690064005,192.01280085339,193.612907527168,0.00485336737201181,0.00277290053987456,NA,NA,NA,1.24280725123173,0.976277267366113,0.9,1,1
1,0,714.247616507767,714.247616507767,0.176150069631144,192.412827521835,193.812920861391,0.00435555057525677,0.00268244383267251,NA,NA,NA,NA,NA,0.9,1,1
2,0,714.847656510434,714.847656510434,0.176150846873713,192.412827521835,193.812920861391,0.00448595279453306,0.00270614130166903,NA,NA,NA,NA,NA,0.9,1,1
3,0,715.447696513101,715.447696513101,0.176151619910657,192.212814187613,193.812920861391,0.0046600936340241,0.0027377835933759,NA,NA,NA,NA,NA,0.9,1,1
4,0,716.647776518435,716.647776518435,0.176153142004337,191.812787519168,193.612907527168,0.00495275090076652,0.00279095983230779,NA,NA,NA,NA,NA,0.9,1,1
5,0,720.048003200213,720.048003200213,0.176157311585601,191.212747516501,193.212880858724,0.00581280699700975,0.0029472025584352,NA,NA,NA,NA,NA,0.9,1,1
-1,0,825.455030335356,825.455030335356,0.176308820029667,191.812787519168,193.612907527168,0.0048583354699438,0.00277573864126177,NA,NA,NA,1.24454647227158,0.963505941531861,0.95,1,1
1,0,714.047603173545,714.047603173545,0.17623833603819,192.412827521835,193.812920861391,0.00435988312489909,0.00268516637000573,NA,NA,NA,NA,NA,0.95,1,1
2,0,714.647643176212,714.647643176212,0.176239112568053,192.212814187613,193.812920861391,0.00449005192667936,0.00270882073454716,NA,NA,NA,NA,NA,0.95,1,1
3,0,715.247683178879,715.247683178879,0.176239884895617,192.01280085339,193.612907527168,0.00466405657269072,0.00274043946309993,NA,NA,NA,NA,NA,0.95,1,1
4,0,716.447763184212,716.447763184212,0.176241405612691,191.812787519168,193.612907527168,0.00495695057315466,0.00279365798792494,NA,NA,NA,NA,NA,0.95,1,1
5,0,719.847989865991,719.847989865991,0.176245571518605,191.012734182279,193.212880858724,0.00582105720874483,0.00295063710197761,NA,NA,NA,NA,NA,0.95,1,1
-1,0,825.255017001133,825.255017001133,0.176397455658851,191.812787519168,193.612907527168,0.00486333526115099,0.00277859366741502,NA,NA,NA,1.24632978733753,0.950818342566832,1,1,1
1,0,713.6475765051,713.6475765051,0.17632680218149,192.412827521835,193.812920861391,0.00436424176347488,0.00268790518823348,NA,NA,NA,NA,NA,1,1,1
2,0,714.247616507767,714.247616507767,0.176327580268825,192.212814187613,193.812920861391,0.00449417604802764,0.00271151621637313,NA,NA,NA,NA,NA,1,1,1
3,0,715.047669844656,715.047669844656,0.176328607006928,192.01280085339,193.612907527168,0.00466804495365346,0.00274311173904937,NA,NA,NA,NA,NA,1,1,1
4,0,716.24774984999,716.24774984999,0.176330126316986,191.812787519168,193.612907527168,0.00496117105910024,0.00279637146652965,NA,NA,NA,NA,NA,1,1,1
5,0,719.647976531769,719.647976531769,0.176334288465102,191.012734182279,193.212880858724,0.00582936500844506,0.00295409291141127,NA,NA,NA,NA,NA,1,1,1
-1,0,523.034868991266,523.034868991266,0.309176686769797,142.409493966264,144.209613974265,0.0157693231333863,0.00900557080867095,0.278458895136907,217.214480965398,0.999834981083105,1.38945436897319,1.38945436897319,0,0.371794871794872,2.68965517241379
1,0,460.030668711247,460.030668711247,0.309133923660203,143.609573971598,144.809653976932,0.0119372185384024,0.00778825810402616,NA,NA,NA,NA,NA,0,0.371794871794872,2.68965517241379
2,0,461.430762050803,461.430762050803,0.309135986649528,143.209547303154,144.60964064271,0.0130032565006998,0.00812698985445291,NA,NA,NA,NA,NA,0,0.371794871794872,2.68965517241379
3,0,463.030868724582,463.030868724582,0.309138260785363,142.809520634709,144.409627308487,0.0143976088666593,0.00856992093595967,NA,NA,NA,NA,NA,0,0.371794871794872,2.68965517241379
4,0,465.631042069471,465.631042069471,0.309141738721355,142.209480632042,144.009600640043,0.0166680433878158,0.00929100506344939,NA,NA,NA,NA,NA,0,0.371794871794872,2.68965517241379
5,0,472.031468764584,472.031468764584,0.309149304222315,141.209413960931,143.209547303154,0.0228517615373614,0.0112547452995276,NA,NA,NA,NA,NA,0,0.371794871794872,2.68965517241379
-1,0,521.434762317488,521.434762317488,0.310150887253561,142.00946729782,143.80958730582,0.0158893225027348,0.00907404687404378,0.280811277380554,218.414560970731,0.999849654270878,1.39396823588596,1.36385886926785,0.05,0.371794871794872,2.68965517241379
1,0,458.630575371691,458.630575371691,0.310108323467257,143.209547303154,144.409627308487,0.0120244247498741,0.0078463337658869,NA,NA,NA,NA,NA,0.05,0.371794871794872,2.68965517241379
2,0,460.030668711247,460.030668711247,0.310110383422935,142.809520634709,144.209613974265,0.013088387289074,0.00818440626326365,NA,NA,NA,NA,NA,0.05,0.371794871794872,2.68965517241379
3,0,461.630775385026,461.630775385026,0.310112654147692,142.409493966264,144.009600640043,0.0144854009404324,0.0086281825485039,NA,NA,NA,NA,NA,0.05,0.371794871794872,2.68965517241379
4,0,464.230948729915,464.230948729915,0.310116127056566,141.809453963598,143.609573971598,0.0167732497563672,0.00935479215545817,NA,NA,NA,NA,NA,0.05,0.371794871794872,2.68965517241379
5,0,470.431362090806,470.431362090806,0.310123482197992,140.809387292486,142.809520634709,0.02308689419201,0.011359722179803,NA,NA,NA,NA,NA,0.05,0.371794871794872,2.68965517241379
-1,0,519.634642309487,519.634642309487,0.311139248516941,141.609440629375,143.409560637376,0.0160118786957833,0.00914397887075179,0.283139695853872,219.614640976065,0.999991307137352,1.39864065776495,1.33855459920688,0.1,0.371794871794872,2.68965517241379
1,0,457.230482032135,457.230482032135,0.311096954624711,142.809520634709,144.009600640043,0.0121134871644399,0.00790564597881104,NA,NA,NA,NA,NA,0.1,0.371794871794872,2.68965517241379
2,0,458.430562037469,458.430562037469,0.311098736367644,142.409493966264,143.80958730582,0.0131752685229291,0.00824302544200881,NA,NA,NA,NA,NA,0.1,0.371794871794872,2.68965517241379
3,0,460.030668711247,460.030668711247,0.311101015205194,142.00946729782,143.609573971598,0.0145748213413624,0.00868760752997589,NA,NA,NA,NA,NA,0.1,0.371794871794872,2.68965517241379
4,0,462.630842056137,462.630842056137,0.311104500700033,141.409427295153,143.209547303154,0.0168801297755667,0.00941975740359775,NA,NA,NA,NA,NA,0.1,0.371794871794872,2.68965517241379
5,0,469.03126875125,469.03126875125,0.311112085639307,140.409360624042,142.409493966264,0.0233279271803479,0.0114672140957577,NA,NA,NA,NA,NA,0.1,0.371794871794872,2.68965517241379
-1,0,518.034535635709,518.034535635709,0.312142178635429,141.209413960931,142.809520634709,0.0161370708883024,0.00921542585762181,0.285718263296385,221.214747649843,0.999904353618781,1.40347977110805,1.31355703108796,0.15,0.371794871794872,2.68965517241379
1,0,455.630375358357,455.630375358357,0.312099840541839,142.409493966264,143.609573971598,0.0122044630524256,0.00796623296611607,NA,NA,NA,NA,NA,0.15,0.371794871794872,2.68965517241379
2,0,457.030468697913,457.030468697913,0.312101902928496,142.00946729782,143.409560637376,0.013263953147734,0.00830288424043754,NA,NA,NA,NA,NA,0.15,0.371794871794872,2.68965517241379
3,0,458.630575371691,458.630575371691,0.312104176160166,141.609440629375,143.209547303154,0.0146659151135064,0.00874823019908942,NA,NA,NA,NA,NA,0.15,0.371794871794872,2.68965517241379
4,0,461.230748716581,461.230748716581,0.312107653244791,141.009400626708,142.809520634709,0.0169887162942914,0.00948593132313121,NA,NA,NA,NA,NA,0.15,0.371794871794872,2.68965517241379
5,0,467.631175411694,467.631175411694,0.312115221501716,140.009333955597,142.00946729782,0.0235750705860235,0.0115773072239004,NA,NA,NA,NA,NA,0.15,0.371794871794872,2.68965517241379
-1,0,516.234415627708,516.234415627708,0.313159893377481,140.809387292486,142.409493966264,0.016264980370658,0.00928842872520598,0.288249472343898,222.814854323622,0.999984636482931,1.40849419437709,1.28888256931158,0.2,0.371794871794872,2.68965517241379
1,0,454.230282018801,454.230282018801,0.313117867913805,142.00946729782,143.209547303154,0.0122974111778436,0.00802813396128915,NA,NA,NA,NA,NA,0.2,0.371794871794872,2.68965517241379
2,0,455.430362024135,455.430362024135,0.313119649793761,141.609440629375,143.009533968931,0.0133544953514415,0.00836402043946637,NA,NA,NA,NA,NA,0.2,0.371794871794872,2.68965517241379
3,0,457.030468697913,457.030468697913,0.313121928991896,141.209413960931,142.809520634709,0.0147587280271963,0.00881008564199718,NA,NA,NA,NA,NA,0.2,0.371794871794872,2.68965517241379
4,0,459.630642042803,459.630642042803,0.313125415353366,140.609373958264,142.409493966264,0.0170990416340773,0.00955334480807916,NA,NA,NA,NA,NA,0.2,0.371794871794872,2.68965517241379
5,0,466.031068737916,466.031068737916,0.31313300551527,139.609307287152,141.609440629375,0.0238285423461556,0.0116900907160045,NA,NA,NA,NA,NA,0.2,0.371794871794872,2.68965517241379
-1,0,514.434295619708,514.434295619708,0.314192765586263,140.409360624042,142.00946729782,0.0163956905116029,0.00936303235979767,0.290979691256856,224.814987665844,0.999913080675342,1.41369305289403,1.26454859873983,0.25,0.371794871794872,2.68965517241379
1,0,452.630175345023,452.630175345023,0.3141507890856,141.409427295153,142.809520634709,0.0123924232442872,0.00809138918928996,NA,NA,NA,NA,NA,0.25,0.371794871794872,2.68965517241379
2,0,454.030268684579,454.030268684579,0.314152849897297,141.209413960931,142.609507300487,0.0134469505183944,0.00842647272767492,NA,NA,NA,NA,NA,0.25,0.371794871794872,2.68965517241379
3,0,455.630375358357,455.630375358357,0.314155121166058,140.809387292486,142.209480632042,0.014853306497617,0.00887322633894606,NA,NA,NA,NA,NA,0.25,0.371794871794872,2.68965517241379
