"epsilon","switch_rate","res_time","variable","panel","value","epsilon_fac","exp_res_fac"
0.65,0.0302083333333333,33.1034482758621,"ptI","diff",-4.09641309420628,"0.65","33.1"
0.7,0.0302083333333333,33.1034482758621,"ptI","diff",-5.0964797653177,"0.7","33.1"
0.75,0.0302083333333333,33.1034482758621,"ptI","diff",-6.0965464364291,"0.75","33.1"
0.8,0.0302083333333333,33.1034482758621,"ptI","diff",-7.09661310754051,"0.8","33.1"
0.85,0.0302083333333333,33.1034482758621,"ptI","diff",-8.09667977865192,"0.85","33.1"
0.9,0.0302083333333333,33.1034482758621,"ptI","diff",-9.29675978398561,"0.9","33.1"
0.95,0.0302083333333333,33.1034482758621,"ptI","diff",-10.6968531235416,"0.95","33.1"
1,0.0302083333333333,33.1034482758621,"ptI","diff",-11.8969331288753,"1","33.1"
0,0.0287413280475719,34.7931034482759,"ptI","diff",7.70437362490833,"0","34.79"
0.05,0.0287413280475719,34.7931034482759,"ptI","diff",6.70430695379692,"0.05","34.79"
0.1,0.0287413280475719,34.7931034482759,"ptI","diff",5.90425361690779,"0.1","34.79"
0.15,0.0287413280475719,34.7931034482759,"ptI","diff",4.90418694579638,"0.15","34.79"
0.2,0.0287413280475719,34.7931034482759,"ptI","diff",4.10413360890725,"0.2","34.79"
0.25,0.0287413280475719,34.7931034482759,"ptI","diff",3.10406693779585,"0.25","34.79"
0.3,0.0287413280475719,34.7931034482759,"ptI","diff",2.10400026668444,"0.3","34.79"
0.35,0.0287413280475719,34.7931034482759,"ptI","diff",1.30394692979532,"0.35","34.79"
0.4,0.0287413280475719,34.7931034482759,"ptI","diff",0.303880258683904,"0.4","34.79"
0.45,0.0287413280475719,34.7931034482759,"ptI","diff",-0.696186412427501,"0.45","34.79"
0.5,0.0287413280475719,34.7931034482759,"ptI","diff",-1.49623974931663,"0.5","34.79"
0.55,0.0287413280475719,34.7931034482759,"ptI","diff",-2.49630642042803,"0.55","34.79"
0.6,0.0287413280475719,34.7931034482759,"ptI","diff",-3.49637309153944,"0.6","34.79"
0.65,0.0287413280475719,34.7931034482759,"ptI","diff",-4.49643976265085,"0.65","34.79"
0.7,0.0287413280475719,34.7931034482759,"ptI","diff",-5.29649309953997,"0.7","34.79"
0.75,0.0287413280475719,34.7931034482759,"ptI","diff",-6.29655977065138,"0.75","34.79"
0.8,0.0287413280475719,34.7931034482759,"ptI","diff",-7.49663977598507,"0.8","34.79"
0.85,0.0287413280475719,34.7931034482759,"ptI","diff",-8.49670644709648,"0.85","34.79"
0.9,0.0287413280475719,34.7931034482759,"ptI","diff",-9.69678645243017,"0.9","34.79"
0.95,0.0287413280475719,34.7931034482759,"ptI","diff",-10.8968664577639,"0.95","34.79"
1,0.0287413280475719,34.7931034482759,"ptI","diff",-12.2969597973198,"1","34.79"
0,0.0274102079395085,36.4827586206897,"ptI","diff",7.30434695646376,"0","36.48"
0.05,0.0274102079395085,36.4827586206897,"ptI","diff",6.30428028535235,"0.05","36.48"
0.1,0.0274102079395085,36.4827586206897,"ptI","diff",5.50422694846323,"0.1","36.48"
0.15,0.0274102079395085,36.4827586206897,"ptI","diff",4.50416027735182,"0.15","36.48"
0.2,0.0274102079395085,36.4827586206897,"ptI","diff",3.70410694046269,"0.2","36.48"
0.25,0.0274102079395085,36.4827586206897,"ptI","diff",2.70404026935128,"0.25","36.48"
0.3,0.0274102079395085,36.4827586206897,"ptI","diff",1.90398693246216,"0.3","36.48"
0.35,0.0274102079395085,36.4827586206897,"ptI","diff",0.903920261350748,"0.35","36.48"
0.4,0.0274102079395085,36.4827586206897,"ptI","diff",-0.0961464097606566,"0.4","36.48"
0.45,0.0274102079395085,36.4827586206897,"ptI","diff",-0.896199746649785,"0.45","36.48"
0.5,0.0274102079395085,36.4827586206897,"ptI","diff",-1.89626641776119,"0.5","36.48"
0.55,0.0274102079395085,36.4827586206897,"ptI","diff",-2.8963330888726,"0.55","36.48"
0.6,0.0274102079395085,36.4827586206897,"ptI","diff",-3.69638642576172,"0.6","36.48"
0.65,0.0274102079395085,36.4827586206897,"ptI","diff",-4.69645309687313,"0.65","36.48"
0.7,0.0274102079395085,36.4827586206897,"ptI","diff",-5.69651976798454,"0.7","36.48"
0.75,0.0274102079395085,36.4827586206897,"ptI","diff",-6.69658643909595,"0.75","36.48"
0.8,0.0274102079395085,36.4827586206897,"ptI","diff",-7.69665311020735,"0.8","36.48"
0.85,0.0274102079395085,36.4827586206897,"ptI","diff",-8.89673311554104,"0.85","36.48"
0.9,0.0274102079395085,36.4827586206897,"ptI","diff",-10.0968131208747,"0.9","36.48"
0.95,0.0274102079395085,36.4827586206897,"ptI","diff",-11.2968931262084,"0.95","36.48"
1,0.0274102079395085,36.4827586206897,"ptI","diff",-12.6969864657644,"1","36.48"
0,0.026196928635953,38.1724137931035,"ptI","diff",6.90432028801919,"0","38.17"
